排名,代號,名稱,成交,漲跌價,漲跌幅,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,ROA(%),ROA增減,ROE(%),ROE增減,EPS(元),EPS增減(元),財報評分
635,1513,中興電,17.8,-0.2,-1.1%,2014,113,12.1,20.2,6.44,6.81,15.8,17.9,-0.96,5.97,0.21,4.76,0.61,8.61,1.21,1.5,0.25,36
90,8044,網家,477,-4.5,-0.9%,2014,199,21.9,34.6,24.5,6.79,34,17.4,0.36,3.83,0.47,13,1.59,31.7,4.42,7.82,1.66,60
546,3035,智原,38.55,-0.05,-0.1%,2014,57.4,-17.3,29.7,-7.4,6.79,-17.1,51.8,5.56,11.8,0.03,7.95,-1.36,9.71,-2.05,1.65,-0.37,68
18,6803,崑鼎,170,-0.5,-0.3%,2014,39.3,4.66,10.3,3.78,6.74,8.66,26.2,-0.22,20.2,0.73,11.1,0.22,17.4,-1.5,10.47,0.41,64
151,1808,潤隆,32.55,-0.25,-0.8%,2014,46,451,10.7,205,6.69,1086,23.3,-18.8,14.5,7.79,4.64,4.23,18.7,17,3.73,3.37,43
1056,2607,榮運,15.25,-0.2,-1.3%,2014,67.3,10.1,9.67,22.5,6.68,15.1,14.4,1.46,10,0.52,2.4,-0.04,3.29,0.37,0.63,0.09,55
58,1537,廣隆,152.5,-2,-1.3%,2014,67.7,18.8,13,17.1,6.6,15.2,19.2,-0.28,10,-0.17,16.4,1.08,23.1,1.08,8.09,1.07,57
801,2832,台產,22.45,-0.1,-0.4%,2014,41.3,2.86,17,-5.5,6.58,-19.8,41.1,-3.64,15.9,-4.51,3.93,-1.01,9.24,-2.48,1.81,-0.45,50
785,9908,大台北,23.7,-0.2,-0.8%,2014,55.2,3.1,6.95,10.9,6.57,5.17,12.6,0.89,12.5,0.73,4.84,0.09,6.55,0.19,1.31,0.06,49
147,1560,中砂,60.2,-0.4,-0.7%,2014,43.5,7.2,14.4,20.5,6.53,24.2,33,3.64,15,2.06,12.4,2.43,17.4,3.06,4.63,0.9,62
400,1708,東鹼,39.05,-0.25,-0.6%,2014,41.9,3.4,13,41.2,6.5,49.6,31.1,8.33,15.6,4.79,8.03,2.02,14.8,3.65,3.73,1.11,60
186,9943,好樂迪,58.2,0.1,+0.2%,2014,32.3,-1.36,18.5,0.42,6.48,63.6,57.3,1.01,20,7.96,16.1,6.62,20.1,8.19,4.4,1.71,79
695,2345,智邦,14.3,-0.15,-1%,2014,228,0.93,34.9,-3.75,6.44,15.2,15.3,-0.74,2.82,0.36,4.65,0.55,8.78,0.97,1.21,0.15,43
1024,1304,台聚,12.75,-0.1,-0.8%,2014,597,1.75,39.1,-17.2,6.41,-21.6,6.54,-1.5,1.05,-1.83,1.07,-1.9,2.02,-3.4,0.62,-0.17,43
711,1604,聲寶,13.2,-0.15,-1.1%,2014,103,-7.11,22.3,7.47,6.4,49.6,21.6,2.93,6.23,1.9,5.29,1.58,8.23,1.91,1.25,0.45,45
843,5009,榮剛,21.25,-0.1,-0.5%,2014,122,13.6,19.5,55.3,6.37,133,16,4.31,5.14,3.52,3.17,2.26,6.68,4.78,1.43,0.81,34
269,6192,巨路,54.1,-1.2,-2.2%,2014,59.2,-5.19,16.2,-2.8,6.34,-0.77,27.4,0.67,10.7,0.48,10.2,-0.43,16.7,-1.6,5.34,-0.04,60
68,6146,耕興,202.5,-4.5,-2.2%,2014,29.2,26.8,13.7,38.6,6.33,46.4,47,4,22.8,3.28,20.1,3.92,29.7,7.18,7.53,2.28,77
196,1338,F-廣華,112.5,-3,-2.6%,2014,84,14.9,19.2,18.9,6.33,38,22.8,0.77,7.54,1.24,7.45,1.25,11.6,1.44,7.78,1.91,55
698,3698,隆達,20.85,-0.3,-1.4%,2014,145,5.57,21.3,21.7,6.3,-35.7,14.6,1.94,4.24,-2.65,2.63,-2,4.6,-4.69,1.17,-0.74,45
697,3374,精材,45.35,-1.55,-3.3%,2014,49.3,15.9,9.48,36.4,6.29,118,19.2,2.89,12.7,5.95,7.31,3.86,14.3,7.32,2.65,1.43,48
242,6189,豐藝,35.25,-0.1,-0.3%,2014,205,1.44,17.7,7.89,6.23,7.62,8.64,0.52,3.12,0.21,7.96,-0.11,18.3,0.64,3.48,0.25,36
301,2062,橋椿,47.7,-0.2,-0.4%,2014,61.7,4.08,13.8,-11.5,6.22,-31.3,22.4,-3.93,10.1,-5.19,7.69,-5.47,12.6,-7.4,3.82,-1.73,57
167,4103,百略,72.7,0,0%,2014,58.8,-0.26,21.5,-2.29,6.2,-2.2,36.6,-0.76,10.5,-0.16,12,-0.92,19.8,-1.8,5.63,-0.13,60
389,2428,興勤,41.8,-0.2,-0.5%,2014,45.6,6.69,12.3,13.2,6.19,21.5,27.1,1.56,14,2.62,11.4,2.17,15.5,2.37,4.87,0.86,62
395,8936,國統,44.7,-1.6,-3.5%,2014,39.6,70.5,7.93,34.4,6.18,67.9,20,-5.37,15.5,-0.33,7.9,1.78,13.8,4.4,3.31,1.21,47
81,3665,F-貿聯,151.5,-1.5,-1%,2014,74.8,5.2,20.8,6.41,6.17,9.47,27.8,0.32,8.25,0.32,10.6,-1.36,16.3,-1.98,7.28,0,55
17,3558,神準,268,-3.5,-1.3%,2014,61.8,24.1,17.9,22.6,6.12,45,29,-0.37,9.89,1.42,15,1.36,30.1,0.92,12.63,2.6,57
24,4947,F-昂寶,168,-5,-2.9%,2014,29.8,9.42,14.5,6.25,6.11,13,48.6,-1.45,20.5,0.65,19.4,-1.99,25.4,-3,14.04,1.23,75
219,6115,鎰勝,41,0.4,+1%,2014,75.7,-3.86,11.5,-6.26,6.11,-5.38,15.2,-0.39,8.07,-0.13,7.55,-0.82,11.9,-1.84,3.5,-0.34,53
71,8081,致新,76.2,1.2,+1.6%,2014,39.4,1.16,14.1,2.53,6.08,12,35.8,0.48,15.1,1.49,11.1,1.33,14.7,1.56,7.09,0.76,66
537,2485,兆赫,35.5,0.7,+2%,2014,76.9,-8.19,12.7,-20.4,6.06,-21.7,16.5,-2.52,7.41,-1.5,6.12,-2.38,8.04,-2.85,1.91,-0.53,53
1026,1907,永豐餘,11.65,0.15,+1.3%,2014,609,7.34,93.9,17.8,6.03,-1.3,15.4,1.37,1.43,0.43,0.82,0.21,1.86,0.51,0.36,-0.01,38
436,5425,台半,29.1,0.55,+1.9%,2014,76.4,7.88,24.5,18.4,5.97,54.1,32.1,2.85,12,2.58,10.6,2.5,15.1,3.3,2.51,0.9,66
72,8255,朋程,114.5,-1,-0.9%,2014,34.8,5.92,11,17.2,5.89,-0.86,31.7,3.05,17.2,-1.02,16.4,-1.12,20.6,-2.72,7.91,-0.08,68
293,6166,凌華,112,-2,-1.8%,2014,80.5,24.2,33.5,27.2,5.88,41.9,41.6,0.98,7.33,0.92,10,1.92,17.3,2.69,3.21,0.78,55
304,5511,德昌,26.6,-0.05,-0.2%,2014,51.4,-3.18,8.56,5.02,5.88,-5.7,16.6,1.3,11.4,-0.31,8.14,0.02,18,-3.53,3.88,-0.44,51
174,5489,彩富,48.5,-0.8,-1.6%,2014,27,18.3,11.1,19.7,5.87,1.92,41.2,0.5,21.7,-3.36,20.6,-2.4,26.3,-3.87,5.78,0.01,74
208,2420,新巨,42.15,-0.2,-0.5%,2014,34.1,-2.31,12.4,6.09,5.86,17.5,36.3,2.88,17.4,2.93,10,-0.68,22.3,2.03,3.84,0.57,55
87,9951,皇田,124.5,-1.5,-1.2%,2014,31.1,15.6,12.7,12.4,5.85,11,40.8,-1.18,18.8,-0.79,17.5,-2.94,34.4,-3.3,7.81,0.77,70
673,2816,旺旺保,23.35,-0.05,-0.2%,2014,57.7,16.4,20.2,17.6,5.85,12.9,35,0.37,10.1,-0.31,4.18,0.52,17.8,0.98,2.75,0.16,52
566,5525,順天,17.65,-0.1,-0.6%,2014,40.4,37.4,9.53,11,5.84,-5.87,23.6,-5.6,14.4,-6.64,6.2,-1.08,15.2,-1.86,2.46,-0.23,40
432,4935,F-茂林,39,-0.35,-0.9%,2014,62.4,40.4,13.3,45.8,5.82,168,21.4,0.8,9.33,4.45,7.79,4.71,10.8,6.57,4.52,2.95,57
33,8114,振樺電,174,-2.5,-1.4%,2014,28.2,3.99,11.8,5.09,5.8,14.3,41.8,0.44,20.8,2.27,20.5,-2.03,36.6,1.18,8.88,1.07,74
659,4526,東台,24.2,-0.1,-0.4%,2014,90.7,19.3,21.6,21.3,5.79,103,23.8,0.39,7.5,2.64,5.29,2.08,11.6,4.64,2.51,1.28,40
713,1711,永光,25.15,0.9,+3.7%,2014,99,12.9,22.5,7.08,5.78,-1.65,22.7,-1.23,5.94,-0.78,4.82,-0.5,7.81,-0.55,1.16,-0.08,40
178,6230,超眾,78,-2.5,-3.1%,2014,59.4,-1.35,14.3,12.6,5.7,6.45,24,2.99,9.6,0.7,10.3,-0.18,18.9,-1.17,6.6,0.4,53
257,3040,遠見,42.45,0.3,+0.7%,2014,2.42,17.1,1.39,20.5,5.64,1709,57.7,1.65,233,219,30,28.2,35.6,33.6,6.42,6.1,83
70,6414,樺漢,328,-17,-4.9%,2014,50.5,63.2,9.42,42,5.62,51.2,18.6,-2.78,11.5,-0.48,16.5,-5.94,24.4,-11.5,8.63,2.46,57
858,2340,光磊,11.4,-0.05,-0.4%,2014,63.2,-1.16,16.7,18.7,5.62,33.7,26.5,4.42,8.89,2.32,4.66,1.07,7.58,1.74,1.03,0.26,51
478,2472,立隆電,31.75,-0.95,-2.9%,2014,60.7,6.33,14,25.9,5.55,49.4,23,3.58,10.6,3.28,8.6,2.65,15,4.34,3.6,1.18,53
130,4536,拓凱,121,-2.5,-2%,2014,65.6,8.42,17.3,5.34,5.51,4.09,26.4,-0.77,9.23,-0.47,8.14,-0.87,12.6,-2.91,6.07,-0.24,55
1085,2492,華新科,12.95,-0.35,-2.6%,2014,145,10.9,21.6,67.6,5.51,-209,14.9,5.05,4.42,8.15,2.51,4.51,4.14,7.45,0.81,1.55,43
535,2450,神腦,44.5,0.05,+0.1%,2014,414,-3.18,52.5,-17.2,5.5,-61.5,12.7,-2.15,1.33,-2.02,5.24,-8.25,9.24,-15.4,2.13,-3.42,45
339,5243,F-乙盛,31.45,-0.6,-1.9%,2014,98.5,15.1,15.3,5.27,5.44,37.8,15.6,-1.46,5.41,0.9,5.41,1.16,8.19,1.98,3.01,0.46,49
630,5519,隆大,17.3,0.2,+1.2%,2014,40.7,-10.7,8.55,0.87,5.43,-10.5,21,2.4,13.4,0.03,9.74,-3.63,21.4,-7.42,3.15,-0.9,45
276,8210,勤誠,41,0.65,+1.6%,2014,44.7,20.1,13.6,30,5.41,58.3,30.5,2.32,12.1,2.92,12.8,3.83,22.1,6.88,4.52,1.67,61
616,9911,櫻花,21.35,-0.1,-0.5%,2014,48.5,8.17,14.6,6.55,5.39,12.8,30.1,-0.46,11.1,0.46,9.04,0.49,13.4,0.62,1.97,0.22,62
253,2497,怡利電,52.5,-0.7,-1.3%,2014,35.9,9.24,11.3,18,5.36,50.2,31.6,2.33,14.9,4.07,17.6,3.62,26.4,5.77,4.51,1.5,62
650,3380,明泰,19.5,-0.45,-2.3%,2014,233,-3.43,32.7,-12,5.36,-31.3,14,-1.36,2.3,-0.93,3.08,-1.4,5.5,-2.43,1.1,-0.5,38
528,1532,勤美,26,-0.4,-1.5%,2014,169,13.5,38.3,17.2,5.35,-83.3,22.6,0.7,6.97,-18.8,3.07,-7.46,6.07,-15.2,1.36,-6.92,38
22,1580,新麥,163.5,-2.5,-1.5%,2014,43.1,8.98,17.2,11.5,5.3,6.83,39.8,0.89,12.7,-0.29,17.5,-1.52,32.3,-3.22,11.13,0.08,64
666,6213,聯茂,21.2,-0.15,-0.7%,2014,201,2.08,21.9,-15.7,5.3,-35.2,10.8,-2.29,2.63,-1.51,3.16,-2.12,7.47,-4.39,1.62,-0.9,40
645,2723,F-美食,145,1,+0.7%,2014,179,18.6,101,20.1,5.28,-8.1,56.3,0.73,3.03,-0.96,5.83,-1.11,8.33,-1.32,3.74,-0.33,60
185,9942,茂順,96,0.1,+0.1%,2014,29,14.5,10.7,14.8,5.25,4.16,37,0.09,18.1,-1.78,14.4,-1.16,20.5,-0.8,6.32,0.26,60
239,5471,松翰,42.1,-0.5,-1.2%,2014,35.5,-2.44,15.2,-1.77,5.24,1.88,42.7,0.29,14.8,0.63,13.4,0.21,16,0.27,3.12,0.05,70
306,1773,勝一,40.9,-0.65,-1.6%,2014,72.8,8.44,11.8,5.09,5.24,-3.12,16.2,-0.51,7.2,-0.86,10.5,-0.96,14.3,-1.36,3.5,-0.55,47
539,2535,達欣工,18.45,-0.2,-1.1%,2014,114,-24.9,10.1,-37.8,5.23,-37.4,8.83,-1.83,4.55,-1.08,3.72,-3.3,11.2,-7.68,2.54,-1.52,32
358,5478,智冠,64,-2.3,-3.5%,2014,150,36.1,37.9,11.2,5.21,36.3,25.3,-5.65,2.91,-0.44,4.29,0.31,7.18,0.81,4.09,1.08,49
177,6223,旺矽,80,-2.6,-3.1%,2014,41.6,36.9,19.4,37.9,5.18,91,46.6,0.34,12.4,3.52,9.32,3.64,15.2,6.29,6.62,3.08,57
1150,2515,中工,8.01,-0.13,-1.6%,2014,139,-2.76,11.9,26,5.17,103,8.53,1.95,3.84,1.92,1.39,0.68,2.72,1.31,0.34,0.17,32
377,5538,F-東明,29.9,0.8,+2.7%,2014,64.2,3.11,11.4,43.2,5.13,117,17.7,4.95,8.04,4.17,9.8,5.27,14.7,7.39,3.05,1.49,51
708,1522,堤維西,18.15,0.7,+4%,2014,188,13.7,37.6,28.4,5.12,708,20,2.29,4.09,2.88,3.71,2.63,12,8.44,1.64,1.44,40
871,2367,燿華,11.7,-0.2,-1.7%,2014,139,4.5,18.5,35,5.12,106,13.4,3.02,3.7,1.75,2.8,1.38,5.29,2.54,0.9,0.46,43
350,6219,富旺,12.45,-0.45,-3.5%,2014,22.8,20.2,8.39,28.8,5.11,36.8,36.8,2.44,22.4,2.72,9.1,0.69,26.2,5.25,3.29,0.9,51
971,2836,高雄銀,9.3,0.02,+0.2%,2014,55.5,14.9,27.1,6.8,5.1,21.7,48.8,-3.7,9.19,0.51,0.2,0.02,4.62,0.75,0.69,0.11,40
139,3689,湧德,52.1,-1.4,-2.6%,2014,51.6,9.88,13.7,6.54,5.09,-2.13,26.5,-0.83,9.76,-1.2,10.9,-2.11,19.4,-3.92,7.38,-0.31,53
463,9924,福興,38.9,-1.4,-3.5%,2014,70.7,20.2,13.6,42.4,5.08,-12.6,19.2,2.99,7.45,-2.62,8.05,-2.02,11.6,-2.2,2.7,-0.38,47
109,5289,宜鼎,109.5,-3,-2.7%,2014,35.3,26.2,9.91,38.5,5.07,77.6,28.1,2.49,14.4,4.14,21.5,5.1,27.8,6.69,8.57,2.89,66
797,1712,興農,15.4,-0.05,-0.3%,2014,173,9.97,43.8,9.65,5.07,11.1,25.4,-0.07,2.96,0.13,3.37,0.05,9.84,1.01,1.51,0.14,38
16,3611,鼎翰,278,11,+4.1%,2014,24.4,16,10.8,16.1,5.06,13.7,44.3,0.03,20.7,-0.41,22.5,0,34,-1.67,14.66,1.65,77
163,3515,華擎,53.3,-1.5,-2.7%,2014,89.1,-14,16.4,-26.6,5.06,-52.3,18.4,-3.14,5.48,-4.73,5.85,-6.25,7.93,-9.04,4.4,-4.83,40
360,3265,台星科,33.25,0.5,+1.5%,2014,16.3,11.5,6.59,-6.06,5.06,-7.56,40.3,-7.54,31,-6.39,13.8,-1.4,14.6,-1.56,3.71,-0.31,88
466,3033,威健,22.6,-0.05,-0.2%,2014,399,19.9,24.6,12.4,5.06,-4.2,6.16,-0.41,1.27,-0.32,3.3,-0.72,12,-1.75,1.94,-0.22,30
172,4999,鑫禾,48.6,-1,-2%,2014,24.1,14.1,8.83,11,5.02,27.2,36.6,-1.04,20.8,2.15,14.8,0.41,20.2,0.04,6.74,1.22,68
1086,2514,龍邦,23.55,0.1,+0.4%,2014,790,10.9,-16.9,-172,5.02,94.3,-2.14,-5.43,2.08,1.31,0.34,0.21,10.5,7.17,0.97,0.47,36
825,1308,亞聚,18.3,-0.4,-2.1%,2014,55.7,-4.1,5.88,19.6,5,-6.88,10.6,2.09,8.98,-0.27,4.94,-0.29,5.48,-0.28,1.06,-0.08,53
128,4416,三圓,99.3,-0.1,-0.1%,2014,31.3,518,7.6,208,4.98,616,24.3,-24.5,15.8,2.08,7.05,6.06,17.8,14.5,8.75,7.59,40
975,3037,欣興,15.5,0.25,+1.6%,2014,618,3.04,61.6,-6.08,4.97,-57.6,9.97,-0.97,0.58,-1.01,0.36,-0.59,0.73,-1.19,0.32,-0.44,43
100,2114,鑫永銓,85.6,-0.6,-0.7%,2014,21.6,18.5,7.28,16.7,4.96,13.5,33.8,-0.53,23,-1.02,19.2,1.45,24.3,1.07,7.34,0.23,77
274,8042,金山電,42.6,-0.55,-1.3%,2014,31.3,3.76,8.4,-4.27,4.96,-7.21,26.9,-2.25,16,-1.85,9.79,-2.06,14.1,-2.86,4.73,-0.57,55
781,8905,裕國,15.7,0,0%,2014,42.9,47.2,9.72,29.8,4.96,32.2,22.7,-3.05,15,1.97,11.6,4.67,28.6,9.66,4.67,1.14,51
237,2433,互盛電,45.35,-0.1,-0.2%,2014,23.7,19,10.4,12,4.92,-38.7,43.8,-2.77,20.9,-19.3,7.55,-5.86,12.2,-8.96,3.4,-2.15,57
380,8271,宇瞻,24,-0.3,-1.2%,2014,102,3.89,13.6,3.17,4.91,9.88,13.3,-0.09,4.81,0.26,12.5,-0.11,19.7,-0.1,3.63,0.3,47
62,3356,奇偶,93.1,-1.4,-1.5%,2014,22.2,-1.59,11.8,-5.14,4.9,-15.9,53,-1.98,22,-3.64,21.1,-5.6,24.9,-6.51,7,-2.15,77
207,2228,劍麟,147.5,-5.5,-3.6%,2014,35.1,16.1,10.8,29.9,4.87,46.1,30.9,3.29,13.9,2.84,15.8,3.26,19.9,2.66,6.79,1.7,61
456,8234,新漢,32,-1.3,-3.9%,2014,53.9,29.1,13.7,29.1,4.87,176,25.4,0,9.05,4.82,11.4,6.27,22.3,12.8,3.56,2.18,51
512,3078,僑威,17.5,-0.4,-2.2%,2014,55.9,7.69,10.9,35.9,4.86,93.7,19.6,4.07,8.69,3.86,8.69,3.73,13.4,5.85,2.14,1.04,51
1076,1416,廣豐,16.35,-0.35,-2.1%,2014,11.6,251,2.59,373,4.85,676,22.3,5.75,41.4,22.2,4.73,4.02,8.85,7.79,1.68,1.49,38
903,1789,神隆,34.85,-1.15,-3.2%,2014,41,-19.5,16,-37,4.84,-62,39.1,-10.9,11.8,-13.2,4.24,-7.45,5.09,-8.5,0.69,-1.19,62
127,3598,奕力,52,-0.1,-0.2%,2014,100,4.38,17.7,35.6,4.76,123,17.6,4.06,4.74,2.52,8.28,4.22,15.1,7.89,6.67,3.67,45
230,3552,同致,172,-4.5,-2.5%,2014,51.4,14,15.8,23.6,4.76,17.2,30.7,2.41,9.25,0.26,7.93,-0.35,15.8,-1,5.76,0.59,49
1105,1440,南紡,15.85,-0.45,-2.8%,2014,208,-3.64,17.5,-32.2,4.75,-60.8,8.41,-3.55,1.82,-3.73,1,-2.5,1.47,-3.3,0.29,-0.47,40
54,3152,璟德,252,14.5,+6.1%,2014,12.9,-0.23,6.91,5.31,4.73,-0.56,53.7,2.82,36.7,-0.12,15.6,-0.45,17.1,-0.24,6.85,-0.04,95
315,2459,敦吉,37.1,-0.1,-0.3%,2014,106,-21.1,12.5,9.54,4.69,18.9,11.8,3.29,4.79,1.57,6.15,0.98,10.1,1.1,3.48,0.71,53
407,2455,全新,45.9,1.85,+4.2%,2014,20.7,-3.58,7.21,2.4,4.68,1.67,34.8,2.03,22.6,1.17,11.9,0.12,13.3,0.25,1.9,0.03,79
959,2010,春源,10.9,-0.15,-1.4%,2014,204,3.28,12.9,2.75,4.67,-0.26,6.33,-0.03,2.09,-0.25,2.33,-0.22,3.82,-0.3,0.72,0,36
565,5306,桂盟,140.5,-2,-1.4%,2014,27.8,32.9,9.48,47,4.62,15.5,34.1,3.28,16.6,-1.55,15.2,-1.55,24.6,-4.48,4.31,0.52,68
309,3501,維熹,44,-0.15,-0.3%,2014,53.6,1.53,11.9,-1.82,4.59,-3.62,22.1,-0.75,8.49,-0.53,7.1,-0.85,9.1,-1.03,4.03,-0.22,51
371,3048,益登,25.05,-0.8,-3.1%,2014,610,75.6,22.3,42.9,4.53,124,3.66,-0.84,0.74,0.16,4.05,1.23,17.7,8.38,2.61,1.33,30
828,1785,光洋科,22.8,0.1,+0.4%,2014,533,55.7,16.8,-15.3,4.52,14.8,3.15,-2.64,0.89,-0.31,2.34,0.35,4.97,0.71,1.11,0.14,32
963,2208,台船,14.85,-0.05,-0.3%,2014,255,2.43,10.2,18.4,4.51,3.18,3.99,0.54,1.78,0.02,1.62,-0.03,3.31,0.15,0.61,0.02,32
142,3617,碩天,63.5,-0.2,-0.3%,2014,52.1,6.17,21.8,7.07,4.5,6.03,41.7,0.35,8.52,0.13,8.54,-0.1,13.1,0.25,5.64,0.28,52
656,3605,宏致,22.7,-0.55,-2.4%,2014,41.3,3.64,12.5,9.62,4.48,133,30.1,1.65,10.8,6.03,6.99,3.96,11.3,6.06,3.65,2.09,60
7,5287,數字,385.5,-2.5,-0.6%,2014,11.5,22.1,9.03,31.3,4.42,28.6,78.5,5.47,38.4,1.94,28,-1.01,35,-11.4,14.11,1.82,96
211,4401,東隆興,127.5,-8,-5.9%,2014,43.2,-12.1,7.81,-19.2,4.4,-31.3,18.1,-1.58,10.5,-2.72,10.3,-5.79,18.7,-10.2,3.65,-1.67,51
259,3443,創意,75.1,0,0%,2014,69.5,12.6,18.9,17.8,4.38,51.6,27.1,1.21,6.31,1.62,9.27,3.13,12.9,4.48,3.27,1.11,52
111,6143,振曜,58.9,-0.5,-0.8%,2014,52.1,-27.2,7.88,-37.2,4.37,-34.5,15.1,-2.43,8.5,-0.88,5.1,-5.06,19.5,-11.1,5.25,-2.83,49
674,2029,盛餘,19.95,0,0%,2014,162,6.64,18,11.6,4.35,-15,11.1,0.5,2.61,-0.77,4.15,-1.06,5.17,-1.27,1.36,-0.23,53
