排名,代號,名稱,成交,漲跌價,漲跌幅,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,ROA(%),ROA增減,ROE(%),ROE增減,EPS(元),EPS增減(元),財報評分
926,4711,永純,13.7,0,0%,2014,14.5,-12.3,1.17,-7.57,0.281,-28.8,8.04,0.41,1.94,-0.45,1.87,-0.66,2.53,-0.96,0.46,-0.19,43
1004,6275,元山,13.95,0.05,+0.4%,2014,22,8.77,4.57,7.52,0.281,176,20.7,-0.24,1.27,0.77,1.51,0.94,4.5,2.77,0.58,0.37,38
1162,1905,華紙,9.49,0.43,+4.7%,2014,211,4.72,13.9,104,0.275,-104,6.59,3.21,0.06,3.44,0.04,2.68,0.06,3.87,0.02,0.57,38
832,2230,泰茂,15.2,0,0%,2014,3.6,0.95,0.827,10.8,0.27,94,23,2.04,7.5,3.6,3.73,1.61,5.34,2.16,0.7,0.28,51
1007,8930,青鋼,11.95,-0.05,-0.4%,2014,13.7,-1.64,2.68,-1.71,0.267,-87.6,19.6,-0.01,1.94,-13.5,1.47,-11.8,2.56,-22,0.4,-3.3,43
1037,4735,豪展,24.5,-0.4,-1.6%,2014,7.82,33.4,1.63,58.3,0.267,-185,20.8,3.28,3.41,8.77,3.72,8.79,8.08,18,0.91,2,38
997,5383,金利,9.9,-0.08,-0.8%,2014,10.5,7.33,2.03,43.8,0.263,94.6,19.4,4.92,3.85,2.29,2.15,1.27,3.72,2.15,0.37,0.18,43
953,1566,捷邦,26.75,-0.3,-1.1%,2014,18.7,-6.35,1.83,-18.4,0.258,946,9.79,-1.45,0.63,0.79,0.57,0.74,1.29,1.71,0.5,0.45,36
970,2718,桃園店,39.8,0,0%,2014,2.71,7.91,0.759,46.3,0.253,636,28,7.34,9.34,7.97,3.11,2.65,4.5,3.87,1.12,0.97,53
985,3663,鑫科,19.6,-0.5,-2.5%,2014,31.5,-8.03,2.08,44.3,0.246,544,6.61,2.4,0.38,0.77,0.52,1.17,0.88,1.89,0.34,0.29,40
879,3642,駿熠電,29.55,-3.25,-9.9%,2014,7.7,7.03,1.42,7.32,0.244,-177,18.4,0.05,3.17,7.56,2.01,4.54,2.76,6.25,0.79,1.76,43
1143,8418,F-必勝,19,-0.25,-1.3%,2014,24.4,14.4,3.83,-8.46,0.241,-53.9,15.7,-3.92,0.99,-1.46,0.46,-0.62,1.25,-1.64,0.38,-0.49,34
1144,8420,明揚,16.5,0,0%,2014,11,-10.3,1.19,-27.5,0.233,-66.4,10.8,-2.57,2.12,-3.54,2.35,-4.28,3.82,-8.57,0.5,-1.03,41
851,8423,F-保綠,22.5,0,0%,2014,3.09,-7.56,0.638,-22.8,0.231,-27.5,20.6,-4.06,7.45,-2.05,4.03,-2.69,7.51,-3.34,1.26,-0.53,45
553,3531,先益,17.75,-0.05,-0.3%,2014,19.6,-1.46,3.22,-12.8,0.229,-82.7,16.4,-2.13,1.17,-5.3,0.89,-4.47,1.26,-5.96,0.37,-1.8,47
979,3322,建舜電,9.65,0.01,+0.1%,2014,23.5,3.64,4.14,16,0.229,-190,17.6,1.87,1.39,1.76,1.6,2.02,2.94,3.75,0.27,0.58,40
758,4154,F-康樂,22.4,-0.2,-0.9%,2014,4.5,25.9,3.1,30.3,0.228,83.9,69,2.32,5.07,1.6,5.89,2.96,7.29,3.76,1.09,0.52,52
1109,2427,三商電,7.06,-0.02,-0.3%,2014,19.3,-13.6,6.07,15.5,0.22,-261,31.5,7.94,1.14,1.97,0.7,1.27,1.05,1.95,0.12,0.19,43
1094,5210,寶碩,7.8,0.21,+2.8%,2014,3.35,16.1,2.38,19,0.219,2358,71.3,1.7,6.18,6.49,2.2,2.3,2.63,2.74,0.33,0.32,62
621,8934,衡平,45.85,0,0%,2014,6.9,4.5,1.24,-13.2,0.212,-39.4,18,-3.66,3.08,-2.23,2.35,-2.09,11.4,-12.1,2.81,-3.05,41
852,9960,邁達康,21.25,-0.05,-0.2%,2014,6.11,-16.5,1.74,-20.6,0.212,-45.3,28.5,-1.44,3.48,-1.83,2.88,-2.31,4.51,-3.94,0.63,-0.53,48
991,4905,台聯電,42,-0.7,-1.6%,2014,1.82,-26.7,0.56,-26.2,0.212,-453,30.8,0.2,7.97,10.2,0.83,1.26,0.87,1.34,0.41,0.53,53
1035,3669,圓展,13.8,-0.4,-2.8%,2014,18.3,10.7,9.01,3.65,0.21,-144,49.4,-3.37,1.15,4.04,0.72,2.31,0.84,2.71,0.2,0.7,64
1046,6231,系微,32.4,0.1,+0.3%,2014,8.65,-8.84,6.83,-13,0.21,-24.6,79,-3.74,2.42,-0.51,1.7,-0.43,3.15,-0.81,0.55,-0.18,51
955,1597,直得,31,-0.1,-0.3%,2014,10.2,7.96,2.41,-1.46,0.207,-64.7,23.7,-2.27,2.04,-4.19,0.81,-1.38,1.56,-2.79,0.35,-0.7,45
904,4109,穆拉德,25.3,-0.45,-1.7%,2014,5.89,-1.57,1.9,-2.64,0.205,-7.3,32.2,-0.36,1.25,-1.35,0.6,-0.81,0.8,-1.11,0.29,-0.08,55
989,4429,聚紡,29.4,0.6,+2.1%,2014,11.5,21.8,1.42,0.44,0.204,-33.1,12.4,-2.63,1.78,-1.46,1.51,-0.84,1.94,-0.97,0.59,-0.3,45
1043,8913,全銓,16.9,0,0%,2014,0.652,13.5,0.41,22.3,0.203,20,62.9,4.53,31.1,1.69,1.11,0.16,2.73,0.51,0.37,0.03,50
927,4728,雙美,23.15,-0.1,-0.4%,2014,1.84,-13.8,1.12,-19.4,0.202,-58,61,-4.22,10.8,-11.6,2.79,-4,2.99,-4.28,0.37,-0.51,70
1112,5212,凌網,21.2,-0.35,-1.6%,2014,5.99,8.35,3.11,20.5,0.198,-152,51.9,5.25,3.57,10.2,3.77,10.6,5.97,15.8,0.57,1.66,51
589,8450,霹靂,80,-1,-1.2%,2014,6.55,13.9,0.697,-79.8,0.191,-89.4,10.6,-49.4,-16.5,-46.1,-7.29,-22.2,-8.73,-26.2,0.48,-4.15,45
976,3058,立德,10.3,-0.1,-1%,2014,53.6,-13.3,8.75,-12.9,0.186,-84.8,16.3,0.07,0.35,-1.64,0.34,-1.91,0.64,-3.84,0.11,-0.62,45
1067,3310,佳穎,14.05,0.25,+1.8%,2014,4.33,7.98,1.09,22,0.185,28.8,25.1,2.88,4.26,0.69,0.56,-0.1,1.29,0.01,0.17,0.01,34
1145,9962,有益,8.61,0.01,+0.1%,2014,27.4,-4.6,1.47,2.95,0.178,-74.4,5.37,0.39,0.65,-1.77,1.44,-4.29,1.74,-4.81,0.2,-0.57,36
1159,1528,恩德,8.6,-0.04,-0.5%,2014,32.7,3.28,7.69,-1.51,0.174,-83.8,23.5,-1.14,0.49,-2.87,0.35,-2.09,0.77,-4.24,0.12,-0.61,38
1167,3016,嘉晶,10.6,-0.05,-0.5%,2014,8.82,7.05,0.945,11.5,0.166,-161,10.7,0.42,1.88,5.19,1.26,3.14,1.58,4.17,0.18,0.47,55
865,6419,京晨科,27.2,-1.5,-5.2%,2014,5.13,-7.74,3.78,-11.3,0.163,-86.8,73.7,-2.95,3.18,-19.1,3.53,-26.8,4.42,-34.7,0.9,-5.92,60
1071,1103,嘉泥,12.2,-0.2,-1.6%,2014,39.4,-7.75,2.19,-6.62,0.163,-98.7,5.57,0.07,1.37,-28.9,0.16,-3.97,0.26,-6.53,0.03,-1.94,36
1115,8937,合騏,13.85,-0.05,-0.4%,2014,4.71,12.3,0.622,51.5,0.162,-7.97,13.2,3.42,3.43,-0.76,1.82,-0.18,2.03,-0.22,0.22,-0.02,53
1134,3324,雙鴻,16.4,-0.3,-1.8%,2014,42.4,-3.05,5.44,1.53,0.155,-60.4,12.8,0.58,0.33,-0.44,0.41,-0.71,1.11,-1.75,0.22,-0.38,34
1157,3054,萬國,19.4,-0.6,-3%,2014,22.4,-8.5,1.23,-68.6,0.153,-94.7,5.51,-10.6,0.68,-11.2,0.75,-15.2,1.17,-26,0.14,-2.75,45
443,6130,基因,35.35,-0.55,-1.5%,2014,3,-61.9,0.807,-73.9,0.152,-162,26.9,-12.3,-3.27,13.6,-2.15,20.3,-2.85,28.9,0.57,1.49,49
957,1762,中化生,30.5,-0.45,-1.5%,2014,9.47,-9.27,2.97,-20.9,0.146,-84.9,31.4,-4.59,1.58,-7.71,0.48,-2.7,0.9,-4.72,0.19,-1.06,49
1092,4714,永捷,12.9,-0.05,-0.4%,2014,6.8,-17.7,0.99,-29,0.146,-59.7,14.6,-2.32,2.14,-2.23,1.24,-2.26,2.01,-4.16,0.29,-0.56,47
788,5278,尚凡,29,0.8,+2.8%,2014,2.63,-14.2,2.19,-16,0.137,-82.8,83.3,-1.76,5.23,-20.9,3.91,-17.2,4.6,-20,1.09,-5.42,61
1117,4911,德英,62.2,-1.6,-2.5%,2014,0.766,77.9,0.568,69.2,0.137,-458,74.1,-3.83,17.9,26.8,1.62,2.08,1.65,2.12,0.25,0.32,64
1068,6141,柏承,9.86,-0.1,-1%,2014,31,-0.48,3.8,62.3,0.136,-120,12.2,4.73,0.43,2.86,0.25,1.67,0.55,3.56,0.1,0.6,32
1078,1446,宏和,22.95,0,0%,2014,8.4,8.97,1.65,18.9,0.133,-216,19.6,1.63,1.58,3.06,0.34,0.68,0.7,1.28,0.1,0.18,36
1152,3025,星通,10.2,-0.05,-0.5%,2014,5.32,-11.8,2.44,-8.25,0.123,-69.2,45.8,1.8,2.27,-4.11,1.21,-2.72,1.53,-3.24,0.17,-0.4,55
561,4916,事欣科,20.9,-0.65,-3%,2014,14.2,-18,1.54,-50.7,0.11,-92.8,10.9,-7.21,0.78,-8.1,0.65,-8.93,0.9,-13.5,0.16,-2.35,48
923,3441,聯一光,14.8,-0.25,-1.7%,2014,8.06,10.8,0.933,-8.36,0.101,-483,11.6,-2.42,0.81,1.5,0.51,0.91,0.59,1.03,0.25,0.32,49
1153,3483,力致,13.4,0.2,+1.5%,2014,30.3,5.18,4.51,2.31,0.064,-110,14.9,-0.42,0.06,2.48,0.05,2.04,0.1,3.55,0.13,1.44,36
984,3546,宇峻,38.45,-1.45,-3.6%,2014,7.36,-7.39,6.64,-9.43,0.061,-81.2,90.2,-2.04,0.84,-3.14,0.59,-2.21,0.68,-2.56,0.18,-0.77,61
757,4139,F-馬光,68.3,-0.1,-0.1%,2014,6.67,60.5,0.576,116,0.06,27.7,8.64,2.22,-5.73,5.86,-4.09,1.46,-5.72,1.85,0.19,0.02,34
776,6294,智基,148.5,-16,-9.7%,2014,4.25,53.2,0.881,45.4,0.053,-38.1,20.7,-1.12,1.24,-1.83,1.11,-1.15,3.11,-2,0.34,-0.21,45
1170,8071,能率豐,18.3,-0.9,-4.7%,2014,20.2,11.5,2.89,-6.37,0.033,-95.4,14.3,-2.73,1.05,-4.43,1.31,-5.69,2.86,-12.9,0.07,-1.78,40
999,5386,青雲,28.55,0,0%,2014,9.45,63.9,0.493,-28.7,0.013,-93.5,5.22,-6.77,0.13,-3.2,0.34,-7.21,0.88,-13.6,0.11,-1.62,34
1100,9949,琉園,15.05,0,0%,2014,5.03,-8.16,3.8,-6.24,0.009,-92.4,75.5,1.55,0.19,-2.07,0.1,-1.25,0.13,-1.52,0.02,-0.24,49
946,1439,中和,14.1,-0.4,-2.8%,2014,4.24,-5.75,0.158,45.2,0.008,-53,3.72,1.3,0.18,-0.18,0.03,-0.04,0.04,-0.04,0.01,-0.01,49
786,9912,偉聯,10.9,-0.15,-1.4%,2014,6.84,9.49,2.04,25.6,0.006,-103,29.9,3.83,0.09,2.98,0.07,1.85,0.09,2.27,0.01,0.38,49
787,5310,天剛,28.7,-0.15,-0.5%,2014,2.82,-14.9,0.731,-3.73,-0.079,-160,25.9,3,-2.78,-6.71,-0.72,-2.06,-1.27,-3.39,-0.17,-0.52,34
980,3363,上詮,30.1,-0.05,-0.2%,2014,9.71,-9.81,1.95,-32.2,-0.117,-115,20.1,-6.61,-1.26,-8.5,-0.73,-5.84,-1.01,-8.4,-0.16,-1.47,45
574,8427,F-基勝,44.55,-0.65,-1.4%,2014,64.3,10.8,13.1,14,-0.194,-108,20.3,0.58,-0.3,-4.29,-0.27,-3.69,-0.44,-5.69,-0.18,-2.32,36
1110,2601,益航,12.75,-0.25,-1.9%,2014,87.7,7.96,66.5,10.1,-0.195,-93.3,75.9,1.5,5.54,3.2,1.33,0.73,3.42,2.02,-0.05,0.74,51
1001,5529,志嘉,9.78,0.17,+1.8%,2014,3.8,-37.1,1.04,-52.5,-0.215,-131,27.4,-8.9,-5.67,-17,-0.86,-3.39,-1.69,-6.89,-0.21,-0.96,32
753,3646,艾恩特,17.55,-0.1,-0.6%,2014,6.42,-34,1.32,-39.6,-0.269,-235,20.6,-1.93,-4.19,-6.23,-3.26,-5.41,-4.76,-8.08,-0.7,-1.22,41
1093,4976,佳凌,17.1,1.55,+10%,2014,15,-15,1.3,-61.6,-0.371,-123,8.68,-10.5,-2.48,-11.4,-1.56,-8.34,-2.36,-12.1,-0.36,-1.96,40
1066,3591,艾笛森,19.2,-0.55,-2.8%,2014,29.5,7.72,3.76,1,-0.43,-73.5,12.8,-0.85,-1.76,7.41,-0.93,3.94,-1.4,5.79,-0.34,1.08,43
1090,4102,永日,17.35,-0.4,-2.3%,2014,2.77,-7.62,0.036,-75.6,-0.665,-0.6,1.29,-3.58,-24,-1.69,-9.64,-0.29,-11,-0.52,-1.57,0.01,36
1008,8938,明安,22.1,-0.1,-0.5%,2014,95.3,-16.9,7.21,-7.79,-0.776,-39.4,7.56,0.75,-0.71,0.17,-0.96,0.33,-1.9,0.82,-0.58,0.37,30
1163,2417,圓剛,9.9,-0.2,-2%,2014,8.13,-23.3,3.27,-18.5,-1.48,-13.1,40.2,2.4,-18.2,-2.14,-3.97,0.32,-4.32,0.3,-0.75,0.09,51
726,2477,美隆電,11.9,-0.25,-2.1%,2014,37.5,-42.1,3.24,-85,-1.81,-117,8.64,-24.7,-5.81,-30.6,-3.48,-30.2,-5.16,-44.9,-0.76,-5.34,32
642,2509,全坤建,23.45,-0.05,-0.2%,2014,0.366,-89.8,0.168,-88.9,-2.03,-151,45.8,3.47,-564,-680,-3.14,-10.7,-5.66,-16.8,-1.34,-3.95,34
1032,2534,宏盛,18.9,-0.35,-1.8%,2014,9.73,17.3,3.53,-44.7,-2.37,63.1,36.3,-40.7,-24.4,-6.85,-0.97,-0.36,-2.61,-1.07,-0.4,-0.15,23
1124,1313,聯成,10.2,0.05,+0.5%,2014,533,3.26,13.4,-7.88,-2.43,-141,2.51,-0.3,-0.46,-1.61,-0.55,-1.91,-1.29,-4.49,-0.21,-0.73,34
748,3518,柏騰,49.85,-0.65,-1.3%,2014,12.7,-12.5,2.24,-38.5,-2.48,-361,17.7,-7.48,-19.6,-26.2,-5.36,-7.31,-6.83,-9.48,-2.92,-4.04,40
643,2547,日勝生,13.6,-0.2,-1.4%,2014,37.9,-87.5,17.8,-85.8,-4.25,-104,47,5.64,-10.9,-44.3,-0.63,-14.5,-2.38,-56.2,-0.48,-12.5,30
649,3311,閎暉,24.8,0.15,+0.6%,2014,45,-34.4,2.38,-81.7,-13.8,-616,5.28,-13.6,-31.1,-34.9,-15.4,-17.9,-25.3,-29.5,-7.31,-8.74,34
450,6456,F-GIS,120.5,-6,-4.7%,-,,,,,,,,,,,,,,,,,
582,2002A,中鋼特,41.55,0,0%,2014,,,,,,,,,,,,,,,,,
796,1312A,國喬特,22.4,-0.1,-0.4%,2014,,,,,,,,,,,,,,,,,
896,01001T,富邦R1,17,0,0%,2014,,,,,,,,,,,,,,,,,
934,912398,友佳,8.7,-0.3,-3.3%,2014,,,,,,,,,,,,,,,,,
935,9136,巨騰,15.65,-0.1,-0.6%,2014,,,,,,,,,,,,,,,,,
937,910322,康師傅,31,-0.65,-2.1%,2014,,,,,,,,,,,,,,,,,
944,01002T,國泰R1,18.24,0,0%,2014,,,,,,,,,,,,,,,,,
1047,910861,神州,22.85,-0.55,-2.4%,2014,,,,,,,,,,,,,,,,,
1051,01003T,新光R1,14.04,-0.02,-0.1%,2014,,,,,,,,,,,,,,,,,
1116,911608,明輝,5.51,0.13,+2.4%,2014,,,,,,,,,,,,,,,,,
1118,01007T,國泰R2,16.01,-0.04,-0.2%,2014,,,,,,,,,,,,,,,,,
1120,01004T,富邦R2,14.5,0,0%,2014,,,,,,,,,,,,,,,,,
1147,911619,耀傑,2.57,-0.13,-4.8%,2014,,,,,,,,,,,,,,,,,
1156,9188,精熙,4.31,-0.08,-1.8%,2014,,,,,,,,,,,,,,,,,
1158,9105,泰金寶,3.42,-0.04,-1.2%,2014,,,,,,,,,,,,,,,,,
1161,910801,金衛,6.64,-0.12,-1.8%,2014,,,,,,,,,,,,,,,,,
1171,910708,恒大健,155,0,0%,2014,,,,,,,,,,,,,,,,,
